-0.038746417	0.024374189	-0.014099028	0.044646464	-0.030596765	-0.026926031	0.050269112	-0.012168576	0.070767164	0.0035527137	0.0014926567	-0.07784182	0.04671716	0.03200284	-0.05672572	-0.045394234
-0.031142222	0.014474441	-0.015333374	-0.045133904	0.018503418	-0.025870005	0.09066357	-0.039593685	0.08588309	-0.049828593	-0.04512983	-0.06217755	0.011921395	0.07140245	0.0055844495	-0.070783675
-0.02491199	-0.0051338873	-0.040008355	-0.025608178	-0.081726484	-0.069553114	0.07973439	-0.009769084	0.004314025	-0.05225151	0.020690205	-0.02823912	-0.04842006	0.053888373	0.015726902	-0.07750044
-0.0037726643	-0.032730628	-0.052420907	0.009016985	-0.066817254	-0.053700916	0.05559244	-0.019024504	-0.008393856	0.017208228	0.024918284	-0.12802479	0.01979676	0.01513145	-0.021737663	-0.073014684
-0.08995783	0.047612745	0.028175801	-0.06422254	-0.021343201	-0.02939324	0.0448524	0.009911158	0.0016826038	0.033260576	0.017734086	-0.066269636	-0.025400942	0.020335637	-0.012878995	-0.035627484
0.003051567	0.019200781	-0.061506376	-0.06224813	-0.11000558	-0.07330955	0.06981445	0.015361711	0.02344963	-0.037942514	0.0026212698	-0.030855598	0.012022348	-0.005638854	-0.03321002	0.037032902
0.05445853	0.06435017	-0.0024028225	-0.011904058	-0.041305944	-0.037104946	0.08236161	-0.07461853	-0.007879888	-0.019196957	-0.015633726	-0.078263484	-0.04590029	0.046703573	-0.014541303	-0.046969406
0.012891713	0.043316998	-0.06885068	-0.037198804	-0.04687224	0.008952805	-0.0033222146	-0.022906048	0.07388533	-0.003723786	-0.03075273	-0.036472823	0.040606804	0.00711112	-0.056097593	-0.0246114
-0.04693051	0.00980603	-0.06039707	0.012387385	-0.03798195	-0.030695533	0.070434645	-0.058919236	0.025414506	-0.06782325	0.026338926	-0.08516592	-0.035372745	0.09386652	-0.030700972	-0.016247908
0.029470399	-0.015070771	0.022997623	0.03987938	-0.018545246	-0.011224174	0.01919431	0.025080826	0.1017925	-0.06621422	0.038241394	0.029534293	-0.02169257	0.0701963	-0.033293948	-0.047471933
0.0012298824	0.041475434	0.014947803	0.028401874	0.05481599	-0.03140284	0.04835046	-0.053176682	0.074909374	-0.05072011	0.028522225	-0.04408529	-0.0054331385	0.07874389	-0.05130395	-0.03856404
0.02285732	0.06785685	-0.10826575	0.017942	0.051407427	-0.109943315	0.03911108	-0.049581375	0.021787222	-0.05251551	0.009083271	-0.09094271	-0.04494956	0.06585973	-0.025118649	-0.041179586
0.0020060935	0.013327457	-0.027324384	-0.050948367	0.015968036	-0.009650581	0.05234634	0.021770913	-0.018437354	-0.029193493	0.044196073	-0.0850877	0.002054534	0.06267869	-0.007190867	-0.06636532
0.02750482	0.0448778	-0.108375266	-0.026012098	-0.0017721095	-0.008189835	0.09369268	-0.04672028	-0.08763932	-0.00825749	-0.029048659	-0.05475662	-0.014669323	0.007283701	-0.09640675	0.00021137774
-0.0089249555	-0.027448501	0.013351647	0.00034076933	-0.043729976	-0.049135424	0.023542875	-0.02739903	0.029795231	-0.036449287	-0.036264766	0.01319098	0.0076266355	-0.033190757	-0.037528783	-0.09647957
-0.056652904	0.07433827	-0.09647026	0.034986764	0.090343855	-0.0038664916	0.050532695	-0.08951952	0.040400863	-0.04925164	0.011941392	0.014098254	0.0186862	-0.0005174947	0.03486113	-0.03878217
0.034620397	0.06615318	-0.0046926835	-0.014489075	0.010332045	-0.04551858	0.15463936	-0.053741787	0.0169125	-0.056369506	-0.045886785	-0.0075996476	0.027585678	0.0012003595	-0.021231804	-0.110508405
0.018197238	0.047163352	-0.007036498	-0.04315044	-0.028957775	0.06790345	-0.002499779	-0.04282825	0.0053605693	-0.034105133	-0.039129097	-0.08080592	0.039086953	0.027358565	0.03306867	-0.051983293
